"Ukazatel","IndicatorType","Takticko statistická klasifikace kriminality Police ČR","TSKKC","Území","Uz02","Roky","CasR","Hodnota"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Jihomoravský kraj","CZ064","2017","2017","195"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Jihomoravský kraj","CZ064","2018","2018","295"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Jihomoravský kraj","CZ064","2019","2019","326"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Jihomoravský kraj","CZ064","2020","2020","295"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Jihomoravský kraj","CZ064","2021","2021","312"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Jihomoravský kraj","CZ064","2022","2022","379"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Jihomoravský kraj","CZ064","2023","2023","264"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Jihomoravský kraj","CZ064","2024","2024","329"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2005","2005","114"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2006","2006","87"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2007","2007","111"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2008","2008","104"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2009","2009","87"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2010","2010","87"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2011","2011","113"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2012","2012","150"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2013","2013","98"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2014","2014","100"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2015","2015","94"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2016","2016","110"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2017","2017","155"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2018","2018","123"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2019","2019","123"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2020","2020","131"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2021","2021","141"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2022","2022","172"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2023","2023","146"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Olomoucký kraj","CZ071","2024","2024","159"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2005","2005","43"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2006","2006","51"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2007","2007","78"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2008","2008","55"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2009","2009","65"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2010","2010","87"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2011","2011","101"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2012","2012","87"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2013","2013","121"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2014","2014","107"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2015","2015","80"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2016","2016","91"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2017","2017","113"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2018","2018","112"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2019","2019","127"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2020","2020","90"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2021","2021","118"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2022","2022","139"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2023","2023","129"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Zlínský kraj","CZ072","2024","2024","131"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2005","2005","237"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2006","2006","179"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2007","2007","208"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2008","2008","221"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2009","2009","245"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2010","2010","219"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2011","2011","238"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2012","2012","205"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2013","2013","243"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2014","2014","251"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2015","2015","264"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2016","2016","251"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2017","2017","290"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2018","2018","331"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2019","2019","296"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2020","2020","287"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2021","2021","307"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2022","2022","375"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2023","2023","315"
"Počet registrovaných skutků","6068","Mravnostní kriminalita","200-299","Moravskoslezský kraj","CZ080","2024","2024","372"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2000","2000","1678"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2001","2001","1780"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2002","2002","1716"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2003","2003","1591"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2004","2004","1574"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2005","2005","1560"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2006","2006","1331"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2007","2007","1274"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2008","2008","1202"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2009","2009","1239"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2010","2010","1354"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2011","2011","1465"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2012","2012","1473"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2013","2013","1493"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2014","2014","1552"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2015","2015","1638"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2016","2016","1552"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2017","2017","1607"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2018","2018","1766"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2019","2019","1853"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2020","2020","1529"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2021","2021","1803"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2022","2022","1959"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2023","2023","1891"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Česko","CZ","2024","2024","1932"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2005","2005","182"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2006","2006","153"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2007","2007","118"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2008","2008","86"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2009","2009","114"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2010","2010","121"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2011","2011","117"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2012","2012","151"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2013","2013","155"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2014","2014","192"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2015","2015","215"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2016","2016","197"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2017","2017","179"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2018","2018","198"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2019","2019","181"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2020","2020","156"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2021","2021","202"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2022","2022","236"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2023","2023","185"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Hlavní město Praha","CZ010","2024","2024","205"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Středočeský kraj","CZ020","2005","2005","152"
"Počet objasněných skutků","6065","Mravnostní kriminalita","200-299","Středočeský kraj","CZ020","2006","2006","128"
