"Ukazatel","IndicatorType","Takticko statistická klasifikace kriminality Police ČR","TSKKC","Území","Uz02","Roky","CasR","Hodnota"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihočeský kraj","CZ031","2012","2012","1947"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihočeský kraj","CZ031","2013","2013","2065"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihočeský kraj","CZ031","2014","2014","2154"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihočeský kraj","CZ031","2015","2015","2104"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihočeský kraj","CZ031","2016","2016","1689"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihočeský kraj","CZ031","2017","2017","1570"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihočeský kraj","CZ031","2018","2018","1544"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihočeský kraj","CZ031","2019","2019","1527"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihočeský kraj","CZ031","2020","2020","1282"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihočeský kraj","CZ031","2021","2021","1323"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihočeský kraj","CZ031","2022","2022","1284"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihočeský kraj","CZ031","2023","2023","1438"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihočeský kraj","CZ031","2024","2024","1258"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2005","2005","1028"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2006","2006","1631"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2007","2007","2540"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2008","2008","2824"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2009","2009","2836"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2010","2010","2010"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2011","2011","1609"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2012","2012","1659"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2013","2013","1637"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2014","2014","1628"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2015","2015","1498"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2016","2016","1435"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2017","2017","1119"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2018","2018","1219"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2019","2019","1348"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2020","2020","1042"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2021","2021","1087"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2022","2022","1054"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2023","2023","1077"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Plzeňský kraj","CZ032","2024","2024","977"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2005","2005","794"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2006","2006","1335"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2007","2007","2067"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2008","2008","2134"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2009","2009","2287"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2010","2010","1300"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2011","2011","1292"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2012","2012","995"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2013","2013","1158"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2014","2014","998"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2015","2015","904"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2016","2016","723"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2017","2017","712"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2018","2018","710"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2019","2019","727"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2020","2020","595"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2021","2021","452"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2022","2022","495"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2023","2023","535"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Karlovarský kraj","CZ041","2024","2024","531"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2005","2005","2404"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2006","2006","4120"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2007","2007","5951"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2008","2008","6249"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2009","2009","5596"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2010","2010","3006"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2011","2011","3295"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2012","2012","3030"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2013","2013","2962"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2014","2014","3097"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2015","2015","2838"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2016","2016","2654"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2017","2017","2274"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2018","2018","2383"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2019","2019","2613"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2020","2020","1925"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2021","2021","1943"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2022","2022","1888"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2023","2023","1821"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Ústecký kraj","CZ042","2024","2024","1642"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2005","2005","1100"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2006","2006","1994"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2007","2007","3076"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2008","2008","3076"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2009","2009","3071"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2010","2010","1742"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2011","2011","1653"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2012","2012","1551"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2013","2013","1461"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2014","2014","1489"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2015","2015","1375"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2016","2016","1266"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2017","2017","1112"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2018","2018","1085"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2019","2019","1118"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2020","2020","988"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2021","2021","876"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2022","2022","837"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2023","2023","783"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Liberecký kraj","CZ051","2024","2024","786"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2005","2005","977"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2006","2006","1559"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2007","2007","2572"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2008","2008","2565"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2009","2009","2298"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2010","2010","1503"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2011","2011","1442"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2012","2012","1489"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2013","2013","1510"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2014","2014","1568"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2015","2015","1413"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2016","2016","1203"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2017","2017","1066"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2018","2018","1108"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2019","2019","1097"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2020","2020","901"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2021","2021","855"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2022","2022","940"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2023","2023","870"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Královéhradecký kraj","CZ052","2024","2024","871"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2005","2005","828"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2006","2006","1211"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2007","2007","1831"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2008","2008","2052"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2009","2009","1715"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2010","2010","1205"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2011","2011","1282"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2012","2012","1298"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2013","2013","1193"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2014","2014","1178"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2015","2015","1063"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2016","2016","1070"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2017","2017","990"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2018","2018","1010"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2019","2019","994"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2020","2020","868"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2021","2021","786"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2022","2022","885"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2023","2023","860"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Pardubický kraj","CZ053","2024","2024","802"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2005","2005","665"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2006","2006","984"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2007","2007","1677"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2008","2008","1746"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2009","2009","1557"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2010","2010","1030"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2011","2011","1227"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2012","2012","1185"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2013","2013","1077"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2014","2014","1140"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2015","2015","1122"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2016","2016","917"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2017","2017","849"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2018","2018","767"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2019","2019","819"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2020","2020","831"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2021","2021","766"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2022","2022","756"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2023","2023","757"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Kraj Vysočina","CZ063","2024","2024","699"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2005","2005","2106"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2006","2006","2894"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2007","2007","4697"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2008","2008","4917"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2009","2009","4906"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2010","2010","3211"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2011","2011","3022"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2012","2012","3094"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2013","2013","3100"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2014","2014","3524"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2015","2015","3177"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2016","2016","2683"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2017","2017","2171"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2018","2018","2110"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2019","2019","1954"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2020","2020","1694"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2021","2021","1574"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2022","2022","1635"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2023","2023","1636"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Jihomoravský kraj","CZ064","2024","2024","1418"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2005","2005","1218"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2006","2006","1634"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2007","2007","2509"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2008","2008","2665"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2009","2009","2634"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2010","2010","1767"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2011","2011","1967"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2012","2012","1808"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2013","2013","1959"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2014","2014","1951"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2015","2015","1798"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2016","2016","1682"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2017","2017","1553"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2018","2018","1433"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2019","2019","1483"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2020","2020","1382"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2021","2021","1346"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2022","2022","1370"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2023","2023","1321"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Olomoucký kraj","CZ071","2024","2024","1195"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2005","2005","1036"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2006","2006","1441"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2007","2007","2122"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2008","2008","2239"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2009","2009","2238"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2010","2010","1512"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2011","2011","1485"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2012","2012","1401"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2013","2013","1530"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2014","2014","1595"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2015","2015","1542"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2016","2016","1478"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2017","2017","1360"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2018","2018","1314"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2019","2019","1262"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2020","2020","1161"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2021","2021","1036"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2022","2022","1038"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2023","2023","1027"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Zlínský kraj","CZ072","2024","2024","891"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2005","2005","2693"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2006","2006","3663"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2007","2007","5421"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2008","2008","5401"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2009","2009","5918"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2010","2010","4112"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2011","2011","3944"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2012","2012","3822"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2013","2013","3998"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2014","2014","3958"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2015","2015","3621"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2016","2016","3367"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2017","2017","3000"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2018","2018","2976"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2019","2019","2950"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2020","2020","2277"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2021","2021","2074"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2022","2022","2033"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2023","2023","1941"
"Počet objasněných skutků","6065","Zbývající kriminalita","700-799","Moravskoslezský kraj","CZ080","2024","2024","1718"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2000","2000","37632"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2001","2001","35262"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2002","2002","40213"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2003","2003","31451"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2004","2004","33464"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2005","2005","43882"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2006","2006","39473"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2007","2007","37981"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2008","2008","32474"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2009","2009","29774"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2010","2010","28371"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2011","2011","28216"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2012","2012","27633"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2013","2013","30376"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2014","2014","30731"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2015","2015","30616"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2016","2016","28306"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2017","2017","26294"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2018","2018","24837"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2019","2019","24589"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2020","2020","18528"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2021","2021","12510"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2022","2022","13637"
