idRegistration,startTime,idValueType,value,componentCode,localityCode,nazev,district,lat,lon
1648943, 2026-03-06T13:00:00Z,148,1.0,INDX,MJES,Jeseník-lázně,Jeseník,50.24224090576172,17.1901798248291
1648955, 2026-03-06T13:00:00Z,148,2.0,INDX,PPRM,Přimda,Tachov,49.66958236694336,12.677884101867676
1648958, 2026-03-06T13:00:00Z,148,1.0,INDX,SMBO,Mladá Boleslav,Mladá Boleslav,50.42864608764648,14.913859367370604
1648964, 2026-03-06T13:00:00Z,148,1.0,INDX,LSOU,Souš,Jablonec nad Nisou,50.78964614868164,15.319683074951172
1648970, 2026-03-06T13:00:00Z,148,3.0,INDX,APRU,Praha 10-Průmyslová,Praha 10,50.06229782104492,14.537819862365724
1648973, 2026-03-06T13:00:00Z,148,2.0,INDX,SPBR,Příbram-Březové Hory,Příbram,49.67631530761719,13.991222381591797
1648976, 2026-03-06T13:00:00Z,148,1.0,INDX,LCLM,Česká Lípa,Česká Lípa,50.69804382324219,14.537344932556152
1648985, 2026-03-06T13:00:00Z,148,3.0,INDX,TOCB,Ostrava-Českobratrská (hot spot),Ostrava-město,49.83984756469727,18.28997611999512
1648997, 2026-03-06T13:00:00Z,148,0.0,INDX,TCER,Červená hora,Opava,49.77714157104492,17.541946411132812
1649018, 2026-03-06T13:00:00Z,148,1.0,INDX,CCBD,České Budějovice,České Budějovice,48.9843864440918,14.465683937072754
1649021, 2026-03-06T13:00:00Z,148,2.0,INDX,UULM,Ústí n.L.-město,Ústí nad Labem,50.661094665527344,14.043063163757324
1649030, 2026-03-06T13:00:00Z,148,1.0,INDX,TTRO,Třinec-Kosmos,Frýdek-Místek,49.668113708496094,18.67779922485352
1649039, 2026-03-06T13:00:00Z,148,2.0,INDX,SKLS,Kladno-Švermov,Kladno,50.16741180419922,14.10604763031006
1659400, 2026-03-06T13:00:00Z,8,13.6,PM10,LUHL,Uhelná,Liberec,50.8662338256836,14.90244960784912
1659405, 2026-03-06T13:00:00Z,8,9.4,PM2_5,LUHL,Uhelná,Liberec,50.8662338256836,14.90244960784912
1668652, 2026-03-06T13:00:00Z,8,27.7,NO2,AHOL,Praha 7-Holešovice,Praha 7,50.10884475708008,14.443650245666504
1668661, 2026-03-06T13:00:00Z,8,41.1,NOx,AHOL,Praha 7-Holešovice,Praha 7,50.10884475708008,14.443650245666504
1668670, 2026-03-06T13:00:00Z,8,40.2,PM2_5,AHOL,Praha 7-Holešovice,Praha 7,50.10884475708008,14.443650245666504
1668680, 2026-03-06T13:00:00Z,8,45.8,PM10,AHOL,Praha 7-Holešovice,Praha 7,50.10884475708008,14.443650245666504
1675257, 2026-03-06T13:00:00Z,8,91.2,O3,MOLJ,Olomouc-Hejčín,Olomouc,49.60146331787109,17.238073348999023
1696550, 2026-03-06T13:00:00Z,8,97.4,O3,JTRE,Třebíč,Třebíč,49.22343826293945,15.865777969360352
1730632, 2026-03-06T13:00:00Z,8,10.3,PM2_5,LHVI,Horní Vítkov,Liberec,50.856048583984375,14.964162826538086
1730640, 2026-03-06T13:00:00Z,8,16.4,PM10,LHVI,Horní Vítkov,Liberec,50.856048583984375,14.964162826538086
1802139, 2026-03-06T13:00:00Z,8,0.0,CO,CTAC,Tábor,Tábor,49.405059814453125,14.684839248657228
1802155, 2026-03-06T13:00:00Z,8,26.4,NO2,CTAC,Tábor,Tábor,49.405059814453125,14.684839248657228
1802160, 2026-03-06T13:00:00Z,8,42.8,NOx,CTAC,Tábor,Tábor,49.405059814453125,14.684839248657228
1802164, 2026-03-06T13:00:00Z,8,74.2,O3,CTAC,Tábor,Tábor,49.405059814453125,14.684839248657228
1802168, 2026-03-06T13:00:00Z,8,22.5,PM10,CTAC,Tábor,Tábor,49.405059814453125,14.684839248657228
1802207, 2026-03-06T13:00:00Z,148,2.0,INDX,CTAC,Tábor,Tábor,49.405059814453125,14.684839248657228
1845613, 2026-03-06T13:00:00Z,8,25.7,PM2_5,TOPO,Ostrava-Poruba ČHMÚ,Ostrava-město,49.825294494628906,18.15927505493164
2053466, 2026-03-06T13:00:00Z,8,832.0,CO,BKUR,Kuřim,Brno-venkov,49.298221588134766,16.538450241088867
2053504, 2026-03-06T13:00:00Z,8,18.6,NO2,BKUR,Kuřim,Brno-venkov,49.298221588134766,16.538450241088867
2053515, 2026-03-06T13:00:00Z,8,28.3,NOx,BKUR,Kuřim,Brno-venkov,49.298221588134766,16.538450241088867
2053526, 2026-03-06T13:00:00Z,8,35.0,PM10,BKUR,Kuřim,Brno-venkov,49.298221588134766,16.538450241088867
2053536, 2026-03-06T13:00:00Z,8,37.2,PM2_5,BKUR,Kuřim,Brno-venkov,49.298221588134766,16.538450241088867
2053564, 2026-03-06T13:00:00Z,8,5.6,SO2,BKUR,Kuřim,Brno-venkov,49.298221588134766,16.538450241088867
2105547, 2026-03-06T13:00:00Z,8,26.9,PM10,XHUS,Hustopeče nad Bečvou-školka,neurčeno,49.531837463378906,17.873207092285156
2105558, 2026-03-06T13:00:00Z,8,20.0,PM2_5,XHUS,Hustopeče nad Bečvou-školka,neurčeno,49.531837463378906,17.873207092285156
2140455, 2026-03-06T13:00:00Z,8,7.7,NO2,TLHO,Lysá hora,Frýdek-Místek,49.54609298706055,18.447389602661133
2140459, 2026-03-06T13:00:00Z,8,8.6,NOx,TLHO,Lysá hora,Frýdek-Místek,49.54609298706055,18.447389602661133
2140463, 2026-03-06T13:00:00Z,8,92.8,O3,TLHO,Lysá hora,Frýdek-Místek,49.54609298706055,18.447389602661133
2140479, 2026-03-06T13:00:00Z,8,1.3,SO2,TLHO,Lysá hora,Frýdek-Místek,49.54609298706055,18.447389602661133
2180883, 2026-03-06T13:00:00Z,8,235.0,CO,PPLX,Plzeň-Slovany,Plzeň-město,49.7324447631836,13.402313232421877
2180919, 2026-03-06T13:00:00Z,8,12.6,NO2,PPLX,Plzeň-Slovany,Plzeň-město,49.7324447631836,13.402313232421877
2180923, 2026-03-06T13:00:00Z,8,16.5,NOx,PPLX,Plzeň-Slovany,Plzeň-město,49.7324447631836,13.402313232421877
2180935, 2026-03-06T13:00:00Z,8,71.2,O3,PPLX,Plzeň-Slovany,Plzeň-město,49.7324447631836,13.402313232421877
2180939, 2026-03-06T13:00:00Z,8,24.9,PM10,PPLX,Plzeň-Slovany,Plzeň-město,49.7324447631836,13.402313232421877
2180943, 2026-03-06T13:00:00Z,8,12.3,PM2_5,PPLX,Plzeň-Slovany,Plzeň-město,49.7324447631836,13.402313232421877
2180947, 2026-03-06T13:00:00Z,8,3.5,SO2,PPLX,Plzeň-Slovany,Plzeň-město,49.7324447631836,13.402313232421877
2181585, 2026-03-06T13:00:00Z,8,15.1,NOx,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2181589, 2026-03-06T13:00:00Z,8,12.4,NO2,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2181593, 2026-03-06T13:00:00Z,8,67.8,O3,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2181601, 2026-03-06T13:00:00Z,8,24.3,PM10,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2181605, 2026-03-06T13:00:00Z,8,19.3,PM2_5,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2181609, 2026-03-06T13:00:00Z,8,4.3,SO2,PPLL,Plzeň-Lochotín,Plzeň-město,49.77024841308594,13.368221282958984
2181672, 2026-03-06T13:00:00Z,8,29.6,,,,,,
2181676, 2026-03-06T13:00:00Z,8,22.4,,,,,,
2187304, 2026-03-06T13:00:00Z,8,13.4,PM10,TLHO,Lysá hora,Frýdek-Místek,49.54609298706055,18.447389602661133
2187315, 2026-03-06T13:00:00Z,8,8.6,PM2_5,TLHO,Lysá hora,Frýdek-Místek,49.54609298706055,18.447389602661133
2200581, 2026-03-06T13:00:00Z,8,1.3,SO2,HKRY,Krkonoše-Rýchory,Trutnov,50.660438537597656,15.850090026855469
